customer_key,customer_id,first_name,last_name,phone,email,geography_key
402,402,Kerrie,Morton,No Phone,kerrie.morton@hotmail.com,125
403,403,Elouise,Fry,No Phone,elouise.fry@aol.com,25
404,404,Augustus,Steele,No Phone,augustus.steele@aol.com,13
405,405,Greta,Page,No Phone,greta.page@hotmail.com,31
406,406,Kerrie,O'neill,No Phone,kerrie.o'neill@gmail.com,163
407,407,Dannette,Guerrero,No Phone,dannette.guerrero@gmail.com,155
408,408,Edra,Fitzgerald,No Phone,edra.fitzgerald@msn.com,28
409,409,Jerome,Bolton,No Phone,jerome.bolton@msn.com,26
410,410,Conception,Slater,No Phone,conception.slater@gmail.com,17
411,411,Octavia,Case,(212) 171-1335,octavia.case@aol.com,110
412,412,Dexter,Roberts,No Phone,dexter.roberts@gmail.com,172
413,413,Ginette,Edwards,No Phone,ginette.edwards@hotmail.com,11
414,414,Romaine,Haley,No Phone,romaine.haley@aol.com,78
415,415,Gwendolyn,Miller,No Phone,gwendolyn.miller@msn.com,67
416,416,Luke,Fuller,(516) 363-2253,luke.fuller@hotmail.com,69
417,417,Zoraida,Patton,No Phone,zoraida.patton@aol.com,77
418,418,Georgeanna,Webster,(805) 885-8830,georgeanna.webster@msn.com,121
419,419,Krystin,Marshall,No Phone,krystin.marshall@hotmail.com,133
420,420,Vince,Schneider,No Phone,vince.schneider@hotmail.com,99
421,421,Iola,Rasmussen,No Phone,iola.rasmussen@yahoo.com,101
422,422,Valery,Saunders,No Phone,valery.saunders@msn.com,181
423,423,Johna,Powers,No Phone,johna.powers@hotmail.com,36
424,424,Charleen,Hurst,No Phone,charleen.hurst@yahoo.com,179
425,425,Augustina,Joyner,No Phone,augustina.joyner@aol.com,103
426,426,Daisy,Ward,No Phone,daisy.ward@msn.com,129
427,427,Latonya,Dixon,No Phone,latonya.dixon@hotmail.com,63
428,428,Hipolito,Padilla,No Phone,hipolito.padilla@hotmail.com,108
429,429,Emmett,Casey,No Phone,emmett.casey@yahoo.com,180
430,430,Kandi,Mcneil,No Phone,kandi.mcneil@msn.com,97
431,431,Luciano,Marsh,No Phone,luciano.marsh@aol.com,17
432,432,Julius,Holt,No Phone,julius.holt@aol.com,41
433,433,Holly,Nieves,No Phone,holly.nieves@aol.com,91
434,434,Douglass,Little,No Phone,douglass.little@hotmail.com,39
435,435,Izola,Hobbs,No Phone,izola.hobbs@gmail.com,191
436,436,Honey,Camacho,No Phone,honey.camacho@gmail.com,16
437,437,Laureen,Barry,No Phone,laureen.barry@yahoo.com,118
438,438,Katharine,Herrera,No Phone,katharine.herrera@hotmail.com,134
439,439,Sunshine,Rosario,No Phone,sunshine.rosario@aol.com,80
440,440,Yevette,Todd,No Phone,yevette.todd@aol.com,13
441,441,Dorthea,Walker,No Phone,dorthea.walker@aol.com,132
442,442,Alane,Munoz,(914) 706-7576,alane.munoz@gmail.com,193
443,443,Ayana,Keith,(805) 230-2101,ayana.keith@hotmail.com,121
444,444,Caridad,Compton,No Phone,caridad.compton@aol.com,154
445,445,Earline,Ballard,No Phone,earline.ballard@hotmail.com,103
446,446,Nathanael,Bradley,No Phone,nathanael.bradley@aol.com,4
447,447,Chasidy,Tran,No Phone,chasidy.tran@msn.com,182
448,448,Janella,Bright,(507) 616-2958,janella.bright@aol.com,140
449,449,Josie,Schultz,No Phone,josie.schultz@hotmail.com,25
450,450,Ellsworth,Michael,No Phone,ellsworth.michael@yahoo.com,26
451,451,Jennette,Wooten,No Phone,jennette.wooten@msn.com,146
452,452,Cassandra,Nichols,No Phone,cassandra.nichols@yahoo.com,70
453,453,Courtney,Wyatt,No Phone,courtney.wyatt@gmail.com,62
454,454,Terese,Palmer,No Phone,terese.palmer@hotmail.com,15
455,455,Sherita,Cherry,No Phone,sherita.cherry@gmail.com,88
456,456,Serina,Hensley,No Phone,serina.hensley@yahoo.com,80
457,457,Jeni,Farley,No Phone,jeni.farley@aol.com,138
458,458,Everett,Vega,No Phone,everett.vega@yahoo.com,71
459,459,Latosha,Dalton,(661) 529-4501,latosha.dalton@yahoo.com,10
460,460,Romelia,Myers,No Phone,romelia.myers@msn.com,62
461,461,Effie,Jenkins,(631) 477-1277,effie.jenkins@msn.com,19
462,462,Efren,Oliver,No Phone,efren.oliver@gmail.com,105
463,463,Jerlene,Rios,No Phone,jerlene.rios@yahoo.com,126
464,464,Bess,Mcbride,No Phone,bess.mcbride@yahoo.com,62
465,465,Birdie,Kramer,(248) 725-2174,birdie.kramer@hotmail.com,176
466,466,Collen,Hayes,No Phone,collen.hayes@yahoo.com,164
467,467,Clare,Neal,No Phone,clare.neal@msn.com,94
468,468,Jeanett,Herman,No Phone,jeanett.herman@hotmail.com,87
469,469,Micki,Rutledge,No Phone,micki.rutledge@aol.com,138
470,470,Loise,Walker,No Phone,loise.walker@aol.com,163
471,471,Burma,Summers,No Phone,burma.summers@yahoo.com,58
472,472,Myron,Ruiz,No Phone,myron.ruiz@gmail.com,3
473,473,Lashawna,Richardson,No Phone,lashawna.richardson@hotmail.com,11
474,474,Lavern,Orr,No Phone,lavern.orr@hotmail.com,185
475,475,Alec,Peck,No Phone,alec.peck@hotmail.com,181
476,476,Christopher,Richardson,No Phone,christopher.richardson@gmail.com,157
477,477,Arminda,Weber,No Phone,arminda.weber@yahoo.com,17
478,478,Emmett,Hahn,No Phone,emmett.hahn@hotmail.com,58
479,479,Gertha,Mejia,No Phone,gertha.mejia@yahoo.com,53
480,480,Garland,Weaver,No Phone,garland.weaver@gmail.com,4
481,481,Jayson,Rutledge,No Phone,jayson.rutledge@yahoo.com,83
482,482,Narcisa,Knapp,No Phone,narcisa.knapp@aol.com,2
483,483,Gayla,Sims,No Phone,gayla.sims@gmail.com,87
484,484,Chelsey,Boyd,No Phone,chelsey.boyd@yahoo.com,48
485,485,Catherine,Miles,No Phone,catherine.miles@msn.com,40
486,486,Valeri,Marshall,No Phone,valeri.marshall@hotmail.com,41
487,487,Grace,Madden,No Phone,grace.madden@gmail.com,155
488,488,Joaquin,Hawkins,(657) 557-1746,joaquin.hawkins@aol.com,5
489,489,Kirstie,Vazquez,No Phone,kirstie.vazquez@gmail.com,159
490,490,Yu,Mcdonald,No Phone,yu.mcdonald@aol.com,119
491,491,Celestine,Jacobs,No Phone,celestine.jacobs@gmail.com,96
492,492,Justa,Thompson,No Phone,justa.thompson@aol.com,34
493,493,Lise,Alvarado,No Phone,lise.alvarado@gmail.com,66
494,494,Pearl,Fox,No Phone,pearl.fox@yahoo.com,177
495,495,Travis,Goodman,No Phone,travis.goodman@yahoo.com,93
496,496,Shu,Mays,No Phone,shu.mays@gmail.com,7
497,497,Ezra,Fowler,No Phone,ezra.fowler@hotmail.com,105
498,498,Edda,Young,No Phone,edda.young@gmail.com,113
499,499,Lidia,Ashley,No Phone,lidia.ashley@hotmail.com,12
500,500,Moira,Lester,No Phone,moira.lester@msn.com,79
501,501,Tony,Hicks,(657) 260-6783,tony.hicks@gmail.com,5
502,502,Malinda,Baxter,No Phone,malinda.baxter@yahoo.com,190
503,503,Marlo,Jefferson,No Phone,marlo.jefferson@gmail.com,112
504,504,Tiana,Henderson,No Phone,tiana.henderson@aol.com,57
505,505,Wilda,Petersen,No Phone,wilda.petersen@aol.com,80
506,506,Irving,Pitts,No Phone,irving.pitts@msn.com,175
507,507,Sheree,Pena,No Phone,sheree.pena@yahoo.com,170
508,508,Vance,Taylor,(717) 218-5607,vance.taylor@msn.com,84
509,509,Terra,Pickett,No Phone,terra.pickett@aol.com,4
510,510,Faustino,Delacruz,No Phone,faustino.delacruz@msn.com,167
511,511,Julienne,Moody,(682) 841-4643,julienne.moody@hotmail.com,56
512,512,Hee,Greer,No Phone,hee.greer@hotmail.com,162
513,513,Whitney,Cash,No Phone,whitney.cash@gmail.com,66
514,514,Clarita,Curry,No Phone,clarita.curry@hotmail.com,72
515,515,Reita,Dickson,No Phone,reita.dickson@hotmail.com,160
516,516,Rosa,Kinney,No Phone,rosa.kinney@yahoo.com,21
517,517,Buford,Gilbert,No Phone,buford.gilbert@yahoo.com,17
518,518,Homer,Powers,No Phone,homer.powers@msn.com,123
519,519,Rudolf,Gilliam,No Phone,rudolf.gilliam@aol.com,123
520,520,Andreas,Herman,No Phone,andreas.herman@msn.com,103
521,521,Max,Charles,No Phone,max.charles@gmail.com,64
522,522,Tammera,Fischer,(510) 534-8845,tammera.fischer@hotmail.com,114
523,523,Joshua,Robertson,No Phone,joshua.robertson@gmail.com,124
524,524,Larraine,Horn,No Phone,larraine.horn@msn.com,179
525,525,Andreas,Mayer,No Phone,andreas.mayer@hotmail.com,108
526,526,Lazaro,Moran,No Phone,lazaro.moran@gmail.com,171
527,527,Afton,Juarez,No Phone,afton.juarez@gmail.com,33
528,528,Angele,Schroeder,(845) 804-6312,angele.schroeder@yahoo.com,106
529,529,Ellena,Clements,No Phone,ellena.clements@aol.com,158
530,530,Selene,Austin,No Phone,selene.austin@msn.com,39
531,531,Kimberely,Bowen,(248) 199-2582,kimberely.bowen@hotmail.com,176
532,532,Mia,Delgado,No Phone,mia.delgado@yahoo.com,30
533,533,Garret,Clay,(361) 687-9477,garret.clay@yahoo.com,35
534,534,Alejandro,Haney,No Phone,alejandro.haney@msn.com,183
535,535,Inge,Olsen,(562) 719-5041,inge.olsen@msn.com,90
536,536,Christiane,Bradford,No Phone,christiane.bradford@gmail.com,118
537,537,Carter,Bentley,No Phone,carter.bentley@yahoo.com,26
538,538,Sherie,Ayala,No Phone,sherie.ayala@msn.com,165
539,539,Jamika,Acevedo,No Phone,jamika.acevedo@yahoo.com,122
540,540,Shery,Randolph,No Phone,shery.randolph@hotmail.com,117
541,541,Lanita,Burton,No Phone,lanita.burton@msn.com,30
542,542,Timothy,Byers,No Phone,timothy.byers@msn.com,144
543,543,Jasmin,Young,No Phone,jasmin.young@gmail.com,68
544,544,Catarina,Mendez,No Phone,catarina.mendez@hotmail.com,188
545,545,Tajuana,Rollins,No Phone,tajuana.rollins@msn.com,120
546,546,Thad,Castro,(631) 943-1407,thad.castro@msn.com,19
547,547,Tena,Huber,No Phone,tena.huber@gmail.com,111
548,548,Dori,Alvarez,No Phone,dori.alvarez@msn.com,82
549,549,Elmo,Arnold,(562) 841-9339,elmo.arnold@aol.com,90
550,550,Felicidad,Golden,No Phone,felicidad.golden@yahoo.com,89
551,551,Jenine,Crane,(682) 183-6555,jenine.crane@msn.com,56
552,552,Lea,Key,No Phone,lea.key@yahoo.com,14
553,553,Rory,Cooper,No Phone,rory.cooper@gmail.com,141
554,554,Hilde,Nieves,No Phone,hilde.nieves@gmail.com,23
555,555,Marry,Benjamin,No Phone,marry.benjamin@yahoo.com,55
556,556,Vernell,Goff,No Phone,vernell.goff@msn.com,101
557,557,Erlene,Cook,No Phone,erlene.cook@gmail.com,103
558,558,Carroll,Kelly,No Phone,carroll.kelly@yahoo.com,101
559,559,Basilia,Thornton,(631) 592-9548,basilia.thornton@hotmail.com,19
560,560,Tricia,Daniels,No Phone,tricia.daniels@gmail.com,55
561,561,Kandace,Hughes,No Phone,kandace.hughes@hotmail.com,154
562,562,Alejandro,Norman,No Phone,alejandro.norman@yahoo.com,178
563,563,Rodney,Odom,No Phone,rodney.odom@yahoo.com,138
564,564,Bettie,Pierce,No Phone,bettie.pierce@gmail.com,51
565,565,Dagny,Owen,No Phone,dagny.owen@hotmail.com,149
566,566,Cinthia,Poole,No Phone,cinthia.poole@aol.com,83
567,567,Sheila,Travis,No Phone,sheila.travis@yahoo.com,91
568,568,Arcelia,Vinson,No Phone,arcelia.vinson@gmail.com,188
569,569,Lucas,Estes,No Phone,lucas.estes@yahoo.com,158
570,570,Marissa,Summers,No Phone,marissa.summers@msn.com,148
571,571,Kaley,Blanchard,No Phone,kaley.blanchard@msn.com,123
572,572,Wm,Pope,No Phone,wm.pope@msn.com,9
573,573,Rubye,Mccall,(248) 764-3359,rubye.mccall@hotmail.com,176
574,574,Adriene,Rivera,No Phone,adriene.rivera@hotmail.com,46
575,575,Laurence,Christian,No Phone,laurence.christian@gmail.com,80
576,576,Shirely,Stanley,(915) 437-6113,shirely.stanley@gmail.com,43
577,577,Danille,Mcfarland,No Phone,danille.mcfarland@msn.com,141
578,578,Salena,Day,No Phone,salena.day@msn.com,154
579,579,Matilda,Larson,No Phone,matilda.larson@hotmail.com,67
580,580,Mellisa,Kim,(424) 151-6481,mellisa.kim@aol.com,92
581,581,Vonda,Berger,No Phone,vonda.berger@yahoo.com,156
582,582,Soledad,Moses,No Phone,soledad.moses@yahoo.com,79
583,583,Lashandra,Turner,(562) 327-9469,lashandra.turner@hotmail.com,90
584,584,Lynne,Anderson,(915) 789-6666,lynne.anderson@msn.com,43
585,585,Chasidy,Webster,No Phone,chasidy.webster@msn.com,141
586,586,Ulysses,Gaines,No Phone,ulysses.gaines@aol.com,102
587,587,Euna,Lopez,No Phone,euna.lopez@gmail.com,26
588,588,Cherelle,Key,No Phone,cherelle.key@msn.com,180
589,589,Jeffry,Church,No Phone,jeffry.church@msn.com,128
590,590,Cyndi,Dyer,No Phone,cyndi.dyer@msn.com,11
591,591,Danilo,Holmes,No Phone,danilo.holmes@gmail.com,70
592,592,Joni,Lee,No Phone,joni.lee@gmail.com,27
593,593,Antony,Atkinson,No Phone,antony.atkinson@msn.com,164
594,594,Deanne,Parsons,No Phone,deanne.parsons@aol.com,87
595,595,Frederica,Rojas,No Phone,frederica.rojas@yahoo.com,78
596,596,Emelda,Dickerson,No Phone,emelda.dickerson@aol.com,66
597,597,Rudolf,Moran,No Phone,rudolf.moran@gmail.com,95
598,598,Benito,Hendrix,No Phone,benito.hendrix@gmail.com,37
599,599,Jonell,Rivas,No Phone,jonell.rivas@msn.com,2
600,600,Joi,Reeves,(619) 952-9613,joi.reeves@msn.com,152
601,601,Leland,Mcdowell,No Phone,leland.mcdowell@gmail.com,46
602,602,Delaine,Estes,No Phone,delaine.estes@yahoo.com,2
603,603,Genevieve,Juarez,No Phone,genevieve.juarez@gmail.com,107
604,604,Kylee,Dickson,No Phone,kylee.dickson@gmail.com,3
605,605,Renita,Henry,No Phone,renita.henry@msn.com,108
606,606,Sarah,Kirkland,No Phone,sarah.kirkland@aol.com,184
607,607,Paul,Lester,No Phone,paul.lester@gmail.com,182
608,608,Taisha,Vang,No Phone,taisha.vang@yahoo.com,163
609,609,Eliana,Reese,No Phone,eliana.reese@hotmail.com,191
610,610,Leonore,Dorsey,No Phone,leonore.dorsey@yahoo.com,79
611,611,Ashleigh,Frank,No Phone,ashleigh.frank@gmail.com,86
612,612,Gabriel,Wagner,No Phone,gabriel.wagner@msn.com,13
613,613,Margene,Eaton,No Phone,margene.eaton@yahoo.com,183
614,614,Toshia,Cardenas,No Phone,toshia.cardenas@gmail.com,4
615,615,Jamika,Blanchard,No Phone,jamika.blanchard@gmail.com,59
616,616,Shery,Acosta,No Phone,shery.acosta@yahoo.com,159
617,617,Jenna,Saunders,No Phone,jenna.saunders@aol.com,194
618,618,Skye,Pope,No Phone,skye.pope@yahoo.com,138
619,619,Ana,Palmer,(657) 323-8684,ana.palmer@yahoo.com,5
620,620,Eric,Hardin,No Phone,eric.hardin@gmail.com,80
621,621,Basil,Ballard,No Phone,basil.ballard@yahoo.com,154
622,622,Gabriel,Pitts,No Phone,gabriel.pitts@gmail.com,29
623,623,Cayla,Johnson,No Phone,cayla.johnson@msn.com,33
624,624,Sharika,Colon,(562) 452-6136,sharika.colon@gmail.com,90
625,625,Donnetta,Henson,No Phone,donnetta.henson@hotmail.com,185
626,626,Leigh,Burke,No Phone,leigh.burke@hotmail.com,161
627,627,Deloris,Larson,No Phone,deloris.larson@aol.com,39
628,628,Ehtel,Cobb,No Phone,ehtel.cobb@hotmail.com,89
629,629,Evelina,Byrd,(716) 601-7704,evelina.byrd@msn.com,22
630,630,Zulema,Browning,No Phone,zulema.browning@gmail.com,4
631,631,Tressa,Weiss,No Phone,tressa.weiss@msn.com,119
632,632,Yvette,Rogers,No Phone,yvette.rogers@aol.com,57
633,633,Kiara,Deleon,(657) 378-8011,kiara.deleon@gmail.com,5
634,634,Taylor,Cole,No Phone,taylor.cole@gmail.com,26
635,635,Myrtie,James,No Phone,myrtie.james@yahoo.com,99
636,636,Ashton,Lott,No Phone,ashton.lott@hotmail.com,52
637,637,Kara,Higgins,No Phone,kara.higgins@aol.com,119
638,638,Tomeka,Higgins,No Phone,tomeka.higgins@msn.com,133
639,639,Ronald,Parsons,No Phone,ronald.parsons@msn.com,95
640,640,Allison,Nolan,(845) 276-5729,allison.nolan@gmail.com,106
641,641,Derrick,Marks,No Phone,derrick.marks@yahoo.com,65
642,642,Yang,Roth,No Phone,yang.roth@aol.com,185
643,643,Melba,Wilkinson,No Phone,melba.wilkinson@gmail.com,52
644,644,Valentin,Mclaughlin,No Phone,valentin.mclaughlin@hotmail.com,87
645,645,Lewis,Garner,(631) 871-2512,lewis.garner@gmail.com,19
646,646,Ann,Heath,No Phone,ann.heath@msn.com,165
647,647,Janelle,Maldonado,No Phone,janelle.maldonado@gmail.com,138
648,648,Catrice,Hicks,No Phone,catrice.hicks@yahoo.com,155
649,649,Eli,Contreras,No Phone,eli.contreras@hotmail.com,144
650,650,Rita,Bailey,No Phone,rita.bailey@hotmail.com,119
651,651,Laure,Pena,No Phone,laure.pena@yahoo.com,184
652,652,Tilda,Melton,(248) 767-4165,tilda.melton@msn.com,176
653,653,Florencio,Davenport,No Phone,florencio.davenport@yahoo.com,81
654,654,Eun,Harris,(619) 378-2432,eun.harris@gmail.com,152
655,655,Marylyn,Browning,No Phone,marylyn.browning@msn.com,160
656,656,Romana,Barnes,No Phone,romana.barnes@yahoo.com,52
657,657,Sam,Lester,No Phone,sam.lester@gmail.com,11
658,658,Nicki,Larson,No Phone,nicki.larson@yahoo.com,102
659,659,Antonetta,Rocha,No Phone,antonetta.rocha@yahoo.com,130
660,660,Shara,Pope,No Phone,shara.pope@msn.com,139
661,661,Trena,Hudson,No Phone,trena.hudson@hotmail.com,101
662,662,Loraine,Sykes,No Phone,loraine.sykes@yahoo.com,160
663,663,Alissa,Hood,No Phone,alissa.hood@gmail.com,109
664,664,Augustus,Schmidt,No Phone,augustus.schmidt@msn.com,34
665,665,Stacie,Sims,(510) 194-5117,stacie.sims@hotmail.com,114
666,666,Brittni,Green,No Phone,brittni.green@msn.com,52
667,667,Etsuko,Garrison,No Phone,etsuko.garrison@yahoo.com,138
668,668,Calandra,Stanton,No Phone,calandra.stanton@aol.com,83
669,669,Willis,Randolph,No Phone,willis.randolph@yahoo.com,67
670,670,Shawnda,Glover,No Phone,shawnda.glover@gmail.com,88
671,671,Jennette,Baker,No Phone,jennette.baker@gmail.com,14
672,672,Elma,Molina,No Phone,elma.molina@msn.com,108
673,673,Adam,Henderson,No Phone,adam.henderson@hotmail.com,93
674,674,Ira,Moore,No Phone,ira.moore@gmail.com,159
675,675,Kermit,Bowman,(915) 996-5952,kermit.bowman@gmail.com,43
676,676,Gayle,Wilkinson,No Phone,gayle.wilkinson@yahoo.com,87
677,677,Launa,Hull,No Phone,launa.hull@yahoo.com,68
678,678,Myron,Johns,No Phone,myron.johns@msn.com,190
679,679,Tuan,Wolfe,No Phone,tuan.wolfe@aol.com,186
680,680,Mathilda,Pennington,(845) 407-9524,mathilda.pennington@gmail.com,106
681,681,Reatha,Perez,No Phone,reatha.perez@aol.com,71
682,682,Arnita,Thomas,No Phone,arnita.thomas@gmail.com,118
683,683,Amparo,Burks,No Phone,amparo.burks@aol.com,99
684,684,Jenny,Bell,No Phone,jenny.bell@hotmail.com,112
685,685,Laverne,Craft,No Phone,laverne.craft@aol.com,54
686,686,Darcel,Harmon,No Phone,darcel.harmon@msn.com,156
687,687,Cecilia,Camacho,No Phone,cecilia.camacho@yahoo.com,38
688,688,Pearlie,Cochran,No Phone,pearlie.cochran@msn.com,23
689,689,Deirdre,Ryan,No Phone,deirdre.ryan@yahoo.com,179
690,690,Yevette,Elliott,No Phone,yevette.elliott@aol.com,79
691,691,Ladawn,Downs,(281) 165-2090,ladawn.downs@yahoo.com,74
692,692,Dorothea,Chang,No Phone,dorothea.chang@gmail.com,7
693,693,Merlin,Foreman,(516) 150-1321,merlin.foreman@msn.com,69
694,694,Lanie,Dunn,No Phone,lanie.dunn@gmail.com,113
695,695,Christoper,Gould,No Phone,christoper.gould@aol.com,163
696,696,Norine,Huffman,No Phone,norine.huffman@aol.com,46
697,697,Alane,Mccarty,(619) 377-8586,alane.mccarty@hotmail.com,152
698,698,Charleen,Joyner,No Phone,charleen.joyner@aol.com,34
699,699,Zella,Fernandez,No Phone,zella.fernandez@yahoo.com,142
700,700,Collene,Knox,(361) 760-1523,collene.knox@msn.com,35
701,701,Alysia,Nicholson,(805) 493-7311,alysia.nicholson@hotmail.com,121
702,702,Sharie,Whitaker,No Phone,sharie.whitaker@hotmail.com,99
703,703,Diana,Cobb,No Phone,diana.cobb@hotmail.com,61
704,704,Morton,Barron,(661) 386-4884,morton.barron@msn.com,10
705,705,Camille,Harvey,No Phone,camille.harvey@hotmail.com,76
706,706,Lolita,O'neill,No Phone,lolita.o'neill@aol.com,97
707,707,Terese,Briggs,No Phone,terese.briggs@msn.com,192
708,708,Majorie,Glover,No Phone,majorie.glover@msn.com,6
709,709,Vinnie,Chan,No Phone,vinnie.chan@aol.com,54
710,710,Ezra,Silva,No Phone,ezra.silva@msn.com,109
711,711,Jovita,Bishop,No Phone,jovita.bishop@aol.com,170
712,712,Kecia,Olsen,No Phone,kecia.olsen@msn.com,157
713,713,Ilona,Spears,No Phone,ilona.spears@gmail.com,131
714,714,Senaida,Thompson,No Phone,senaida.thompson@msn.com,20
715,715,Larae,Carney,No Phone,larae.carney@msn.com,172
716,716,Sebrina,Hart,No Phone,sebrina.hart@yahoo.com,33
717,717,Kristofer,Craig,No Phone,kristofer.craig@yahoo.com,126
718,718,Luciana,Mcgee,No Phone,luciana.mcgee@msn.com,162
719,719,Nicki,Fry,No Phone,nicki.fry@hotmail.com,47
720,720,Devin,Shaffer,(507) 557-2191,devin.shaffer@gmail.com,140
721,721,Erlinda,Osborne,No Phone,erlinda.osborne@yahoo.com,188
722,722,Camila,Carroll,(210) 436-8676,camila.carroll@yahoo.com,150
723,723,Vicki,Wiggins,No Phone,vicki.wiggins@hotmail.com,184
724,724,Lois,Steele,No Phone,lois.steele@yahoo.com,119
725,725,Carola,Mcpherson,No Phone,carola.mcpherson@hotmail.com,136
726,726,Rochell,Cantrell,No Phone,rochell.cantrell@yahoo.com,131
727,727,Kasha,Sullivan,No Phone,kasha.sullivan@hotmail.com,160
728,728,Viva,Dawson,No Phone,viva.dawson@yahoo.com,118
729,729,Hue,Dalton,No Phone,hue.dalton@hotmail.com,6
730,730,Andria,Rivers,No Phone,andria.rivers@aol.com,2
731,731,Hilary,Savage,(805) 753-6881,hilary.savage@yahoo.com,121
732,732,Lavona,Austin,No Phone,lavona.austin@yahoo.com,179
733,733,Doreatha,Ford,No Phone,doreatha.ford@yahoo.com,76
734,734,Alina,Mcleod,No Phone,alina.mcleod@msn.com,124
735,735,Aide,Franco,No Phone,aide.franco@msn.com,8
736,736,Genny,Hensley,No Phone,genny.hensley@yahoo.com,135
737,737,Melita,Dominguez,No Phone,melita.dominguez@msn.com,9
738,738,Fannie,Jenkins,(805) 774-5696,fannie.jenkins@msn.com,121
739,739,Bobbi,Banks,No Phone,bobbi.banks@yahoo.com,16
740,740,Gwenn,Melton,No Phone,gwenn.melton@yahoo.com,27
741,741,Laci,Castro,No Phone,laci.castro@hotmail.com,148
742,742,Evelina,Manning,No Phone,evelina.manning@aol.com,103
743,743,Tania,Swanson,No Phone,tania.swanson@yahoo.com,91
744,744,Laurel,Schultz,No Phone,laurel.schultz@hotmail.com,103
745,745,Carolyne,Conley,No Phone,carolyne.conley@gmail.com,52
746,746,Eldridge,Greer,No Phone,eldridge.greer@aol.com,28
747,747,Margret,Barnett,No Phone,margret.barnett@gmail.com,55
748,748,Oliva,Blackwell,No Phone,oliva.blackwell@hotmail.com,44
749,749,Oralia,Farley,No Phone,oralia.farley@hotmail.com,178
750,750,Romaine,Salazar,No Phone,romaine.salazar@yahoo.com,102
751,751,Hermila,Mckay,No Phone,hermila.mckay@yahoo.com,30
752,752,Lloyd,Miranda,No Phone,lloyd.miranda@hotmail.com,46
753,753,Mandi,Gibbs,No Phone,mandi.gibbs@gmail.com,40
754,754,Hue,May,No Phone,hue.may@aol.com,180
755,755,Tomika,Wilder,No Phone,tomika.wilder@aol.com,107
756,756,Graig,Roth,No Phone,graig.roth@aol.com,186
757,757,Lamar,Greer,No Phone,lamar.greer@gmail.com,86
758,758,Raymonde,Garcia,No Phone,raymonde.garcia@aol.com,134
759,759,Cira,Downs,(510) 788-4456,cira.downs@gmail.com,114
760,760,Marisa,Chambers,No Phone,marisa.chambers@msn.com,3
761,761,Rod,Hatfield,No Phone,rod.hatfield@hotmail.com,144
762,762,Quyen,Houston,No Phone,quyen.houston@gmail.com,28
763,763,Han,Schneider,No Phone,han.schneider@gmail.com,44
764,764,Terrell,Mathis,No Phone,terrell.mathis@aol.com,162
765,765,Spring,Hayes,No Phone,spring.hayes@hotmail.com,119
766,766,Lecia,Hancock,No Phone,lecia.hancock@hotmail.com,161
767,767,Twana,Arnold,(657) 988-1904,twana.arnold@msn.com,5
768,768,Yvone,Yates,No Phone,yvone.yates@gmail.com,155
769,769,Agatha,Melton,No Phone,agatha.melton@yahoo.com,169
770,770,Lavonda,Stephenson,No Phone,lavonda.stephenson@gmail.com,15
771,771,Agnes,Sims,(716) 780-9901,agnes.sims@aol.com,22
772,772,Latricia,Lindsey,No Phone,latricia.lindsey@hotmail.com,194
773,773,Yolando,Wade,No Phone,yolando.wade@hotmail.com,96
774,774,Nenita,Mooney,No Phone,nenita.mooney@hotmail.com,85
775,775,Kermit,Hyde,No Phone,kermit.hyde@hotmail.com,124
776,776,Angelique,Merrill,No Phone,angelique.merrill@gmail.com,165
777,777,Ilda,Roberson,No Phone,ilda.roberson@aol.com,82
778,778,Corrinne,Garrison,No Phone,corrinne.garrison@yahoo.com,181
779,779,Major,Merrill,No Phone,major.merrill@aol.com,7
780,780,Ouida,Gregory,No Phone,ouida.gregory@aol.com,99
781,781,Tajuana,Riddle,No Phone,tajuana.riddle@hotmail.com,16
782,782,Ricki,Bullock,No Phone,ricki.bullock@hotmail.com,192
783,783,Celestine,Kent,(717) 890-4260,celestine.kent@aol.com,84
784,784,Debbra,Jacobson,No Phone,debbra.jacobson@yahoo.com,13
785,785,Kandis,Mills,No Phone,kandis.mills@hotmail.com,66
786,786,Wallace,Lane,No Phone,wallace.lane@aol.com,167
787,787,Malisa,Mitchell,No Phone,malisa.mitchell@msn.com,103
788,788,Lilliam,Nolan,No Phone,lilliam.nolan@msn.com,32
789,789,Tad,Gardner,No Phone,tad.gardner@hotmail.com,112
790,790,Petronila,Gallegos,No Phone,petronila.gallegos@gmail.com,75
791,791,Yun,Nelson,No Phone,yun.nelson@hotmail.com,13
792,792,Edgar,Horn,No Phone,edgar.horn@aol.com,186
793,793,Chantay,Maynard,No Phone,chantay.maynard@gmail.com,44
794,794,Donette,Mccarthy,No Phone,donette.mccarthy@yahoo.com,135
795,795,Mariam,Miranda,No Phone,mariam.miranda@aol.com,57
796,796,Rosalie,Coffey,No Phone,rosalie.coffey@gmail.com,178
797,797,Cathey,Lamb,No Phone,cathey.lamb@msn.com,16
798,798,Alyse,Jacobson,No Phone,alyse.jacobson@yahoo.com,97
799,799,India,Barron,No Phone,india.barron@msn.com,76
800,800,Cris,Dunn,No Phone,cris.dunn@yahoo.com,125
801,801,Ophelia,Rodgers,No Phone,ophelia.rodgers@gmail.com,73
802,802,Barrett,Sanders,No Phone,barrett.sanders@aol.com,91
